revs,Preprocessed_Text,Sentiment_Scores
"William and the whole team are fantastic, they were great help. Will definitely go back into this store if I need anything else phone related.","['william', 'and', 'the', 'whole', 'team', 'are', 'fantastic', ',', 'they', 'were', 'great', 'help', '.', 'will', 'definitely', 'go', 'back', 'into', 'this', 'store', 'if', 'i', 'need', 'anything', 'else', 'phone', 'related', '.']","{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9201}"
Harry was really helpful and helped me continue with contract at a better price and the best that helped my financial situation- really couldn’t recommend him more !,"['harry', 'was', 'really', 'helpful', 'and', 'helped', 'me', 'continue', 'with', 'contract', 'at', 'a', 'better', 'price', 'and', 'the', 'best', 'that', 'helped', 'my', 'financial', 'situation-', 'really', 'couldn', '’', 't', 'recommend', 'him', 'more', '!']","{'neg': 0.0, 'neu': 0.624, 'pos': 0.376, 'compound': 0.9226}"
we were at Vodafone in Strand and we met a very nice young man Kai.He its extremely professional and competent and very polite. Thank you Kai for being amazing.,"['we', 'were', 'at', 'vodafone', 'in', 'strand', 'and', 'we', 'met', 'a', 'very', 'nice', 'young', 'man', 'kai.he', 'its', 'extremely', 'professional', 'and', 'competent', 'and', 'very', 'polite', '.', 'thank', 'you', 'kai', 'for', 'being', 'amazing', '.']","{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9049}"
Great service! Was seen straight away and Aadil gave me an amazing upgrade. Got a better phone for less than what I pay now and got a better data package too,"['great', 'service', '!', 'was', 'seen', 'straight', 'away', 'and', 'aadil', 'gave', 'me', 'an', 'amazing', 'upgrade', '.', 'got', 'a', 'better', 'phone', 'for', 'less', 'than', 'what', 'i', 'pay', 'now', 'and', 'got', 'a', 'better', 'data', 'package', 'too']","{'neg': 0.029, 'neu': 0.564, 'pos': 0.407, 'compound': 0.9409}"
"I wrote on here about vodafone making a mistake on my old bill before I left them to go to Talkmobile and then sending my details to a debt collection company which has resulted in me having to go onto medication through anxiety. Here is their response:Hi Jacqueline,I can absolutely appreciate how frustrating and concerning this situation must be. We certainly don't want you more anxious and unable to sleep!So we can get this all checked out and resolved, please come and get in touch with my team via Facebook atThanks,Vodafone Social Media TeamLET ME CONFIRM, THEY ARE STILL HOUNDING ME AND WHEN I TRY TO CALL THEIR TEAM THEY KEEP TELLING ME ITS MY FAULT.This is today's message: Failure to pay this debt or contact us to agree a payment plan may leave us no alternative but to return the account to our clients for further recovery action.     today another debt collection letter and more threats on me and my credit rating, for the first time in my life and nothing to do with me","['i', 'wrote', 'on', 'here', 'about', 'vodafone', 'making', 'a', 'mistake', 'on', 'my', 'old', 'bill', 'before', 'i', 'left', 'them', 'to', 'go', 'to', 'talkmobile', 'and', 'then', 'sending', 'my', 'details', 'to', 'a', 'debt', 'collection', 'company', 'which', 'has', 'resulted', 'in', 'me', 'having', 'to', 'go', 'onto', 'medication', 'through', 'anxiety', '.', 'here', 'is', 'their', 'response', ':', 'hi', 'jacqueline', ',', 'i', 'can', 'absolutely', 'appreciate', 'how', 'frustrating', 'and', 'concerning', 'this', 'situation', 'must', 'be', '.', 'we', 'certainly', 'do', ""n't"", 'want', 'you', 'more', 'anxious', 'and', 'unable', 'to', 'sleep', '!', 'so', 'we', 'can', 'get', 'this', 'all', 'checked', 'out', 'and', 'resolved', ',', 'please', 'come', 'and', 'get', 'in', 'touch', 'with', 'my', 'team', 'via', 'facebook', 'atthanks', ',', 'vodafone', 'social', 'media', 'teamlet', 'me', 'confirm', ',', 'they', 'are', 'still', 'hounding', 'me', 'and', 'when', 'i', 'try', 'to', 'call', 'their', 'team', 'they', 'keep', 'telling', 'me', 'its', 'my', 'fault.this', 'is', 'today', ""'s"", 'message', ':', 'failure', 'to', 'pay', 'this', 'debt', 'or', 'contact', 'us', 'to', 'agree', 'a', 'payment', 'plan', 'may', 'leave', 'us', 'no', 'alternative', 'but', 'to', 'return', 'the', 'account', 'to', 'our', 'clients', 'for', 'further', 'recovery', 'action', '.', 'today', 'another', 'debt', 'collection', 'letter', 'and', 'more', 'threats', 'on', 'me', 'and', 'my', 'credit', 'rating', ',', 'for', 'the', 'first', 'time', 'in', 'my', 'life', 'and', 'nothing', 'to', 'do', 'with', 'me']","{'neg': 0.13, 'neu': 0.808, 'pos': 0.061, 'compound': -0.8509}"
"Well come april 2023 vodafone increased thier prices for me it was  14.4% (that's the 10.5% CPI rate, plus 3.9%)which is equal to £13.75 per month for me,so I complained asked for a lower rate and all I got was Unfortunately, we're unable to help you with the price increase and so when I pointed out to them that asda mobile who uses the vodafone network engine, as it is exactly the same as vodafone but much much cheaper at £7.00 per month a bit better than £16.88,ID MOBILE is offering the exact same deal as vodafone but for £10.00 per/month using the three networks which vodafone is in talks with a £15 billion merger likely to happen a bit better than £20.59,TALKMOBILE same deal for £9.95 rather than£20.59 which incidentally uses vodafone network. for supply. VODAFONE IS TO EXPENSIVE WHEN OTHERS ON EXACTLY THE SAME DATE, TEXTS AND TALK TIME,SAME DEALS ARE MUCH CHEAPER.end of my contract, end of vodafone, after many years.hopeless,even deleted my posts on their facebook rather than help with a sensible reply.","['well', 'come', 'april', '2023', 'vodafone', 'increased', 'thier', 'prices', 'for', 'me', 'it', 'was', '14.4', '%', '(', 'that', ""'s"", 'the', '10.5', '%', 'cpi', 'rate', ',', 'plus', '3.9', '%', ')', 'which', 'is', 'equal', 'to', '£13.75', 'per', 'month', 'for', 'me', ',', 'so', 'i', 'complained', 'asked', 'for', 'a', 'lower', 'rate', 'and', 'all', 'i', 'got', 'was', 'unfortunately', ',', 'we', ""'re"", 'unable', 'to', 'help', 'you', 'with', 'the', 'price', 'increase', 'and', 'so', 'when', 'i', 'pointed', 'out', 'to', 'them', 'that', 'asda', 'mobile', 'who', 'uses', 'the', 'vodafone', 'network', 'engine', ',', 'as', 'it', 'is', 'exactly', 'the', 'same', 'as', 'vodafone', 'but', 'much', 'much', 'cheaper', 'at', '£7.00', 'per', 'month', 'a', 'bit', 'better', 'than', '£16.88', ',', 'id', 'mobile', 'is', 'offering', 'the', 'exact', 'same', 'deal', 'as', 'vodafone', 'but', 'for', '£10.00', 'per/month', 'using', 'the', 'three', 'networks', 'which', 'vodafone', 'is', 'in', 'talks', 'with', 'a', '£15', 'billion', 'merger', 'likely', 'to', 'happen', 'a', 'bit', 'better', 'than', '£20.59', ',', 'talkmobile', 'same', 'deal', 'for', '£9.95', 'rather', 'than£20.59', 'which', 'incidentally', 'uses', 'vodafone', 'network', '.', 'for', 'supply', '.', 'vodafone', 'is', 'to', 'expensive', 'when', 'others', 'on', 'exactly', 'the', 'same', 'date', ',', 'texts', 'and', 'talk', 'time', ',', 'same', 'deals', 'are', 'much', 'cheaper.end', 'of', 'my', 'contract', ',', 'end', 'of', 'vodafone', ',', 'after', 'many', 'years.hopeless', ',', 'even', 'deleted', 'my', 'posts', 'on', 'their', 'facebook', 'rather', 'than', 'help', 'with', 'a', 'sensible', 'reply', '.']","{'neg': 0.029, 'neu': 0.877, 'pos': 0.094, 'compound': 0.9063}"
"Absolutely helped my wife and I find a great deal, was technically professional and super expert. On top of that really friendly.","['absolutely', 'helped', 'my', 'wife', 'and', 'i', 'find', 'a', 'great', 'deal', ',', 'was', 'technically', 'professional', 'and', 'super', 'expert', '.', 'on', 'top', 'of', 'that', 'really', 'friendly', '.']","{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.923}"
Fantastic experience from Ryan and his team. Warm welcome and made to feel so important.  Would recommend to anyone.  Well done Vodafone Castleford,"['fantastic', 'experience', 'from', 'ryan', 'and', 'his', 'team', '.', 'warm', 'welcome', 'and', 'made', 'to', 'feel', 'so', 'important', '.', 'would', 'recommend', 'to', 'anyone', '.', 'well', 'done', 'vodafone', 'castleford']","{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9291}"
The Blackpool team work so hard to provide great service and treat you so much better than other seaside resorts I've been too.,"['the', 'blackpool', 'team', 'work', 'so', 'hard', 'to', 'provide', 'great', 'service', 'and', 'treat', 'you', 'so', 'much', 'better', 'than', 'other', 'seaside', 'resorts', 'i', ""'ve"", 'been', 'too', '.']","{'neg': 0.061, 'neu': 0.616, 'pos': 0.324, 'compound': 0.8447}"
Absolutely wonderful service from Naz today. Very patient and supportive. Answered all my questions so that I could understand.,"['absolutely', 'wonderful', 'service', 'from', 'naz', 'today', '.', 'very', 'patient', 'and', 'supportive', '.', 'answered', 'all', 'my', 'questions', 'so', 'that', 'i', 'could', 'understand', '.']","{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.7548}"
Michael was absolutely professional and provided an amazing service.I WILL be back to transfer my business phones to Vodafone,"['michael', 'was', 'absolutely', 'professional', 'and', 'provided', 'an', 'amazing', 'service.i', 'will', 'be', 'back', 'to', 'transfer', 'my', 'business', 'phones', 'to', 'vodafone']","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.5859}"
"Visited my local store on Sunday and was helped by Heshma. Had a technical issue with my handset, which was quickly resolved and I was on my way.","['visited', 'my', 'local', 'store', 'on', 'sunday', 'and', 'was', 'helped', 'by', 'heshma', '.', 'had', 'a', 'technical', 'issue', 'with', 'my', 'handset', ',', 'which', 'was', 'quickly', 'resolved', 'and', 'i', 'was', 'on', 'my', 'way', '.']","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.1779}"
Had a great experience with Vanessa. She helped me save more money that I thought I could when upgrading. Thank you again!,"['had', 'a', 'great', 'experience', 'with', 'vanessa', '.', 'she', 'helped', 'me', 'save', 'more', 'money', 'that', 'i', 'thought', 'i', 'could', 'when', 'upgrading', '.', 'thank', 'you', 'again', '!']","{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.8777}"
"Rob was fantastic! Friendly, helpful; answered my many questions very clearly and got my broadband sorted. Totally hassle-free experience.","['rob', 'was', 'fantastic', '!', 'friendly', ',', 'helpful', ';', 'answered', 'my', 'many', 'questions', 'very', 'clearly', 'and', 'got', 'my', 'broadband', 'sorted', '.', 'totally', 'hassle-free', 'experience', '.']","{'neg': 0.118, 'neu': 0.459, 'pos': 0.423, 'compound': 0.8513}"
"Went to the store for sim card. Ché was very helpful, showed me all the options and then we decided based on my needs.","['went', 'to', 'the', 'store', 'for', 'sim', 'card', '.', 'ché', 'was', 'very', 'helpful', ',', 'showed', 'me', 'all', 'the', 'options', 'and', 'then', 'we', 'decided', 'based', 'on', 'my', 'needs', '.']","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4754}"
I have been going to Finbar for years and he has always took care of me over the years. Fantastic service as always and the reason I'm still with Vodafone.,"['i', 'have', 'been', 'going', 'to', 'finbar', 'for', 'years', 'and', 'he', 'has', 'always', 'took', 'care', 'of', 'me', 'over', 'the', 'years', '.', 'fantastic', 'service', 'as', 'always', 'and', 'the', 'reason', 'i', ""'m"", 'still', 'with', 'vodafone', '.']","{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7783}"
Great deals. Found the right package for me. Checked exactly what I needed from a simonly deal and offered a plan that suited my needs.,"['great', 'deals', '.', 'found', 'the', 'right', 'package', 'for', 'me', '.', 'checked', 'exactly', 'what', 'i', 'needed', 'from', 'a', 'simonly', 'deal', 'and', 'offered', 'a', 'plan', 'that', 'suited', 'my', 'needs', '.']","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.6249}"
"Excellent customer service. Adam was very friendly, patient and helpful in helping us find what we were looking for.","['excellent', 'customer', 'service', '.', 'adam', 'was', 'very', 'friendly', ',', 'patient', 'and', 'helpful', 'in', 'helping', 'us', 'find', 'what', 'we', 'were', 'looking', 'for', '.']","{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9041}"
Rob was great - helped me with my broadband order after confusion about what i was to pay & delivery etc great asset,"['rob', 'was', 'great', '-', 'helped', 'me', 'with', 'my', 'broadband', 'order', 'after', 'confusion', 'about', 'what', 'i', 'was', 'to', 'pay', '&', 'delivery', 'etc', 'great', 'asset']","{'neg': 0.226, 'neu': 0.439, 'pos': 0.335, 'compound': 0.6705}"
"Really impressed by the service  by Andy at Chorley shop. Extremely friendly, helpful and saved me money. Thank you","['really', 'impressed', 'by', 'the', 'service', 'by', 'andy', 'at', 'chorley', 'shop', '.', 'extremely', 'friendly', ',', 'helpful', 'and', 'saved', 'me', 'money', '.', 'thank', 'you']","{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.9356}"
"A very nice girl, she helped me and made me understand absolutely everything she explained to me. grade 1000 Ana😘","['a', 'very', 'nice', 'girl', ',', 'she', 'helped', 'me', 'and', 'made', 'me', 'understand', 'absolutely', 'everything', 'she', 'explained', 'to', 'me', '.', 'grade', '1000', 'ana😘']","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.4754}"
Mark was a total legend….and could not have been more helpful!…..customer service at its 100% very best!….Thank you….and Yin too!!,"['mark', 'was', 'a', 'total', 'legend….and', 'could', 'not', 'have', 'been', 'more', 'helpful', '!', '…', '..', 'customer', 'service', 'at', 'its', '100', '%', 'very', 'best', '!', '….thank', 'you….and', 'yin', 'too', '!', '!']","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.8675}"
"Took over an hour to complete an upgrade that I could have done in minutes online. Natalie didn't seem to know what she was doing & had to keep asking Matthew what to do. I went to the store expecting them to have the phones in stock but they didn't have any stock so would have to order it for me. I told them that I wouldn't be at home to accept the delivery & the only day I could get to the store to collect was today, I couldn't decide what to do until I was told by both that it's next day delivery so would be there on Monday. I've been in store twice today (Tuesday) & they still haven't got my phone. That's all very well Vodafone, but as I said in the shop & in my review, the only day that I could get to collect my order was yesterday (Tuesday) it doesn't make a difference if you send a text when it's ready & that you'll keep it for 7 days if I can't get in to collect it. I was told it would be in on the Monday which would enable me to collect it on the Tuesday like I've said several times it's the only day I could have collected it. I only ordered it because I was told it would be there for me to collect on the Tuesday.","['took', 'over', 'an', 'hour', 'to', 'complete', 'an', 'upgrade', 'that', 'i', 'could', 'have', 'done', 'in', 'minutes', 'online', '.', 'natalie', 'did', ""n't"", 'seem', 'to', 'know', 'what', 'she', 'was', 'doing', '&', 'had', 'to', 'keep', 'asking', 'matthew', 'what', 'to', 'do', '.', 'i', 'went', 'to', 'the', 'store', 'expecting', 'them', 'to', 'have', 'the', 'phones', 'in', 'stock', 'but', 'they', 'did', ""n't"", 'have', 'any', 'stock', 'so', 'would', 'have', 'to', 'order', 'it', 'for', 'me', '.', 'i', 'told', 'them', 'that', 'i', 'would', ""n't"", 'be', 'at', 'home', 'to', 'accept', 'the', 'delivery', '&', 'the', 'only', 'day', 'i', 'could', 'get', 'to', 'the', 'store', 'to', 'collect', 'was', 'today', ',', 'i', 'could', ""n't"", 'decide', 'what', 'to', 'do', 'until', 'i', 'was', 'told', 'by', 'both', 'that', 'it', ""'s"", 'next', 'day', 'delivery', 'so', 'would', 'be', 'there', 'on', 'monday', '.', 'i', ""'ve"", 'been', 'in', 'store', 'twice', 'today', '(', 'tuesday', ')', '&', 'they', 'still', 'have', ""n't"", 'got', 'my', 'phone', '.', 'that', ""'s"", 'all', 'very', 'well', 'vodafone', ',', 'but', 'as', 'i', 'said', 'in', 'the', 'shop', '&', 'in', 'my', 'review', ',', 'the', 'only', 'day', 'that', 'i', 'could', 'get', 'to', 'collect', 'my', 'order', 'was', 'yesterday', '(', 'tuesday', ')', 'it', 'does', ""n't"", 'make', 'a', 'difference', 'if', 'you', 'send', 'a', 'text', 'when', 'it', ""'s"", 'ready', '&', 'that', 'you', ""'ll"", 'keep', 'it', 'for', '7', 'days', 'if', 'i', 'ca', ""n't"", 'get', 'in', 'to', 'collect', 'it', '.', 'i', 'was', 'told', 'it', 'would', 'be', 'in', 'on', 'the', 'monday', 'which', 'would', 'enable', 'me', 'to', 'collect', 'it', 'on', 'the', 'tuesday', 'like', 'i', ""'ve"", 'said', 'several', 'times', 'it', ""'s"", 'the', 'only', 'day', 'i', 'could', 'have', 'collected', 'it', '.', 'i', 'only', 'ordered', 'it', 'because', 'i', 'was', 'told', 'it', 'would', 'be', 'there', 'for', 'me', 'to', 'collect', 'on', 'the', 'tuesday', '.']","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.9184}"
"I've been with Vodafone for broadband for several years and have been through the contract renewal process before only to get a modest price increase within months. I renewed again over the phone in Feb 23 for a 2 year deal and allowed myself to be upsold a mobile bundle at the same time, porting over 2 phones from giffgaff. What a mistake! 14.4% increase after only 1 month, and a whole load of opaque nonsense about a £1 per month ""secure net"" add-on that I cancelled before the free trial ended, but due to ""billing cycles"" still got charged anyway. Of course the 14.4% April increase was in the T+Cs, but no wonder the sales teams are so keen to push ""great deals"" in February!  I fully regret leaving Giffgaff, thinking I was simplifying things and saving money by having broadband and mobile under one account, and instead have spent hours in circular online chats and ended up paying more. Lesson learnt - can't trust the ""great deals"" that Vodafone push and will head back to the simplicity and clarity of Giffgaff as soon as this contract ends.","['i', ""'ve"", 'been', 'with', 'vodafone', 'for', 'broadband', 'for', 'several', 'years', 'and', 'have', 'been', 'through', 'the', 'contract', 'renewal', 'process', 'before', 'only', 'to', 'get', 'a', 'modest', 'price', 'increase', 'within', 'months', '.', 'i', 'renewed', 'again', 'over', 'the', 'phone', 'in', 'feb', '23', 'for', 'a', '2', 'year', 'deal', 'and', 'allowed', 'myself', 'to', 'be', 'upsold', 'a', 'mobile', 'bundle', 'at', 'the', 'same', 'time', ',', 'porting', 'over', '2', 'phones', 'from', 'giffgaff', '.', 'what', 'a', 'mistake', '!', '14.4', '%', 'increase', 'after', 'only', '1', 'month', ',', 'and', 'a', 'whole', 'load', 'of', 'opaque', 'nonsense', 'about', 'a', '£1', 'per', 'month', '``', 'secure', 'net', ""''"", 'add-on', 'that', 'i', 'cancelled', 'before', 'the', 'free', 'trial', 'ended', ',', 'but', 'due', 'to', '``', 'billing', 'cycles', ""''"", 'still', 'got', 'charged', 'anyway', '.', 'of', 'course', 'the', '14.4', '%', 'april', 'increase', 'was', 'in', 'the', 't+cs', ',', 'but', 'no', 'wonder', 'the', 'sales', 'teams', 'are', 'so', 'keen', 'to', 'push', '``', 'great', 'deals', ""''"", 'in', 'february', '!', 'i', 'fully', 'regret', 'leaving', 'giffgaff', ',', 'thinking', 'i', 'was', 'simplifying', 'things', 'and', 'saving', 'money', 'by', 'having', 'broadband', 'and', 'mobile', 'under', 'one', 'account', ',', 'and', 'instead', 'have', 'spent', 'hours', 'in', 'circular', 'online', 'chats', 'and', 'ended', 'up', 'paying', 'more', '.', 'lesson', 'learnt', '-', 'ca', ""n't"", 'trust', 'the', '``', 'great', 'deals', ""''"", 'that', 'vodafone', 'push', 'and', 'will', 'head', 'back', 'to', 'the', 'simplicity', 'and', 'clarity', 'of', 'giffgaff', 'as', 'soon', 'as', 'this', 'contract', 'ends', '.']","{'neg': 0.082, 'neu': 0.779, 'pos': 0.139, 'compound': 0.9343}"
"Jevon was such a good help with me today, took the time to explain everything he was doing to help us out,","['jevon', 'was', 'such', 'a', 'good', 'help', 'with', 'me', 'today', ',', 'took', 'the', 'time', 'to', 'explain', 'everything', 'he', 'was', 'doing', 'to', 'help', 'us', 'out', ',']","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8074}"
Zara Uxbridge very good took time to explain things. Good personal touch. Will go back if I need anything.,"['zara', 'uxbridge', 'very', 'good', 'took', 'time', 'to', 'explain', 'things', '.', 'good', 'personal', 'touch', '.', 'will', 'go', 'back', 'if', 'i', 'need', 'anything', '.']","{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7496}"
Patrick was the Best. He knows many language so he help me so much.Now my life easier.And Vodafone nice People. Thankyou,"['patrick', 'was', 'the', 'best', '.', 'he', 'knows', 'many', 'language', 'so', 'he', 'help', 'me', 'so', 'much.now', 'my', 'life', 'easier.and', 'vodafone', 'nice', 'people', '.', 'thankyou']","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.8744}"
Jay is doing an amazing job and would definitely recommend the shop to anyone who’s looking for excellent costumer service. Thank you.,"['jay', 'is', 'doing', 'an', 'amazing', 'job', 'and', 'would', 'definitely', 'recommend', 'the', 'shop', 'to', 'anyone', 'who', '’', 's', 'looking', 'for', 'excellent', 'costumer', 'service', '.', 'thank', 'you', '.']","{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.9349}"
I went to the shop to get my sim checked out and received a very good service the staff were kind and knowledgeable 👏,"['i', 'went', 'to', 'the', 'shop', 'to', 'get', 'my', 'sim', 'checked', 'out', 'and', 'received', 'a', 'very', 'good', 'service', 'the', 'staff', 'were', 'kind', 'and', 'knowledgeable', '👏']","{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.7645}"
My experience with Freddie assisting me was much easier than ever before! Friendly and efficient customer service!,"['my', 'experience', 'with', 'freddie', 'assisting', 'me', 'was', 'much', 'easier', 'than', 'ever', 'before', '!', 'friendly', 'and', 'efficient', 'customer', 'service', '!']","{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.855}"
It was awasome she was very nice and very kind i think so this the best customer service everZara,"['it', 'was', 'awasome', 'she', 'was', 'very', 'nice', 'and', 'very', 'kind', 'i', 'think', 'so', 'this', 'the', 'best', 'customer', 'service', 'everzara']","{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.9052}"
Laura helped me out massively went beyond what she had to do to help me get my phone updated and back in service,"['laura', 'helped', 'me', 'out', 'massively', 'went', 'beyond', 'what', 'she', 'had', 'to', 'do', 'to', 'help', 'me', 'get', 'my', 'phone', 'updated', 'and', 'back', 'in', 'service']","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}"
"The staff Chelsea, Jamie and Scarlett were so helpful and were able to get me set up quick and easy. Thank you!","['the', 'staff', 'chelsea', ',', 'jamie', 'and', 'scarlett', 'were', 'so', 'helpful', 'and', 'were', 'able', 'to', 'get', 'me', 'set', 'up', 'quick', 'and', 'easy', '.', 'thank', 'you', '!']","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8522}"
"Great customer service as always from Lewis, he always helps us with our phones and he’s a credit to Vodafone","['great', 'customer', 'service', 'as', 'always', 'from', 'lewis', ',', 'he', 'always', 'helps', 'us', 'with', 'our', 'phones', 'and', 'he', '’', 's', 'a', 'credit', 'to', 'vodafone']","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8519}"
Mo was very helpful in walking me through potential deals for my phone and was very friendly and understanding of my needs,"['mo', 'was', 'very', 'helpful', 'in', 'walking', 'me', 'through', 'potential', 'deals', 'for', 'my', 'phone', 'and', 'was', 'very', 'friendly', 'and', 'understanding', 'of', 'my', 'needs']","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.764}"
Great service. Handles the customers in a professional way. Store manager Mo helped me a lot.,"['great', 'service', '.', 'handles', 'the', 'customers', 'in', 'a', 'professional', 'way', '.', 'store', 'manager', 'mo', 'helped', 'me', 'a', 'lot', '.']","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}"
All of the staffs were really friendly and helpful. Specially shore manager was really kind.,"['all', 'of', 'the', 'staffs', 'were', 'really', 'friendly', 'and', 'helpful', '.', 'specially', 'shore', 'manager', 'was', 'really', 'kind', '.']","{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.882}"
"Whenever I come in for service the service is excellent, the staff are always polite and willing to help.","['whenever', 'i', 'come', 'in', 'for', 'service', 'the', 'service', 'is', 'excellent', ',', 'the', 'staff', 'are', 'always', 'polite', 'and', 'willing', 'to', 'help', '.']","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7506}"
"I was served by Aadil in Farnborough store, quick and excellent service. Amazing.?thank you","['i', 'was', 'served', 'by', 'aadil', 'in', 'farnborough', 'store', ',', 'quick', 'and', 'excellent', 'service', '.', 'amazing', '.', '?', 'thank', 'you']","{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.875}"
Very good helpful young man David explained everything to me as I'm of the older generation,"['very', 'good', 'helpful', 'young', 'man', 'david', 'explained', 'everything', 'to', 'me', 'as', 'i', ""'m"", 'of', 'the', 'older', 'generation']","{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7408}"
"Fabulous service from Phoebe! Very friendly and helpful, and managed to save me money on my SIM contract","['fabulous', 'service', 'from', 'phoebe', '!', 'very', 'friendly', 'and', 'helpful', ',', 'and', 'managed', 'to', 'save', 'me', 'money', 'on', 'my', 'sim', 'contract']","{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.9253}"
very pleasant experience very friendly staff. very transparent and helpful with setting up a contract :),"['very', 'pleasant', 'experience', 'very', 'friendly', 'staff', '.', 'very', 'transparent', 'and', 'helpful', 'with', 'setting', 'up', 'a', 'contract', ':', ')']","{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.8793}"
"Great experience in the Walthamstow branch, The store advisor Burhaan, very knowledgeable staff member.","['great', 'experience', 'in', 'the', 'walthamstow', 'branch', ',', 'the', 'store', 'advisor', 'burhaan', ',', 'very', 'knowledgeable', 'staff', 'member', '.']","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}"
Fantastic service from Callum & Benji today at Vodafone Kidderminster. 5* service. Highly recommended!,"['fantastic', 'service', 'from', 'callum', '&', 'benji', 'today', 'at', 'vodafone', 'kidderminster', '.', '5', '*', 'service', '.', 'highly', 'recommended', '!']","{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.7171}"
I can see Nurul to help sort my phone out and the service he give to me was fantastic.,"['i', 'can', 'see', 'nurul', 'to', 'help', 'sort', 'my', 'phone', 'out', 'and', 'the', 'service', 'he', 'give', 'to', 'me', 'was', 'fantastic', '.']","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.743}"
The team member was extremely helpful and patient in setting up my replacement phone,"['the', 'team', 'member', 'was', 'extremely', 'helpful', 'and', 'patient', 'in', 'setting', 'up', 'my', 'replacement', 'phone']","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.4754}"
Great service from Vodafone Victoria Street branch Fernando and Caleb very helpful !,"['great', 'service', 'from', 'vodafone', 'victoria', 'street', 'branch', 'fernando', 'and', 'caleb', 'very', 'helpful', '!']","{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.8169}"
Staff were really helpful Emily and cellan were really helpful and explained everything clearly,"['staff', 'were', 'really', 'helpful', 'emily', 'and', 'cellan', 'were', 'really', 'helpful', 'and', 'explained', 'everything', 'clearly']","{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8354}"
very greatful for assisting with phone repair very helpful and pleasant assistance,"['very', 'greatful', 'for', 'assisting', 'with', 'phone', 'repair', 'very', 'helpful', 'and', 'pleasant', 'assistance']","{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7688}"
Great service from team Victoria Street Nico and Fernando always go the extra mile,"['great', 'service', 'from', 'team', 'victoria', 'street', 'nico', 'and', 'fernando', 'always', 'go', 'the', 'extra', 'mile']","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}"
Cedric de Silva is the best. Love Vodafone services.Best in- store service ever,"['cedric', 'de', 'silva', 'is', 'the', 'best', '.', 'love', 'vodafone', 'services.best', 'in-', 'store', 'service', 'ever']","{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.8555}"
