revs,Preprocessed_Text,Sentiment_Scores
"I've signed a new broadband plan and ordered a router on 1 April. The router was sent and delivered to the wrong address on 19 April and even though I've contacted the customer service multiple times, it's been almost a month and I am still without a router. Had to get extra cellular data because I didn't have a broadband. I planning on cancelling my contract at this point.","['i', ""'ve"", 'signed', 'a', 'new', 'broadband', 'plan', 'and', 'ordered', 'a', 'router', 'on', '1', 'april', '.', 'the', 'router', 'was', 'sent', 'and', 'delivered', 'to', 'the', 'wrong', 'address', 'on', '19', 'april', 'and', 'even', 'though', 'i', ""'ve"", 'contacted', 'the', 'customer', 'service', 'multiple', 'times', ',', 'it', ""'s"", 'been', 'almost', 'a', 'month', 'and', 'i', 'am', 'still', 'without', 'a', 'router', '.', 'had', 'to', 'get', 'extra', 'cellular', 'data', 'because', 'i', 'did', ""n't"", 'have', 'a', 'broadband', '.', 'i', 'planning', 'on', 'cancelling', 'my', 'contract', 'at', 'this', 'point', '.']","{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.5994}"
Just spoke to a rep on vodaphone Due to the current situation and becoming a pensioner I have asked vodaphone to help me with my contract.I am struggling to even eat at this time I don't get benefits just a state pension. You would think that a company that has made so much money this year could help someone in my position. Tried to contact  the team you stated after 3 attempts the person I chatted with did not know what trust pilot was !,"['just', 'spoke', 'to', 'a', 'rep', 'on', 'vodaphone', 'due', 'to', 'the', 'current', 'situation', 'and', 'becoming', 'a', 'pensioner', 'i', 'have', 'asked', 'vodaphone', 'to', 'help', 'me', 'with', 'my', 'contract.i', 'am', 'struggling', 'to', 'even', 'eat', 'at', 'this', 'time', 'i', 'do', ""n't"", 'get', 'benefits', 'just', 'a', 'state', 'pension', '.', 'you', 'would', 'think', 'that', 'a', 'company', 'that', 'has', 'made', 'so', 'much', 'money', 'this', 'year', 'could', 'help', 'someone', 'in', 'my', 'position', '.', 'tried', 'to', 'contact', 'the', 'team', 'you', 'stated', 'after', '3', 'attempts', 'the', 'person', 'i', 'chatted', 'with', 'did', 'not', 'know', 'what', 'trust', 'pilot', 'was', '!']","{'neg': 0.093, 'neu': 0.843, 'pos': 0.063, 'compound': -0.3773}"
Tried to upgrade but it is now impossible to actually speak to someone . You call and tell an automated system what your issue is then put into a chat room . 36 people waiting before me . Then you eventually start chatting and it takes forever to get anywhere . I now want tocancel my contract and again can’t speak to anyone . Appalling service anyone,"['tried', 'to', 'upgrade', 'but', 'it', 'is', 'now', 'impossible', 'to', 'actually', 'speak', 'to', 'someone', '.', 'you', 'call', 'and', 'tell', 'an', 'automated', 'system', 'what', 'your', 'issue', 'is', 'then', 'put', 'into', 'a', 'chat', 'room', '.', '36', 'people', 'waiting', 'before', 'me', '.', 'then', 'you', 'eventually', 'start', 'chatting', 'and', 'it', 'takes', 'forever', 'to', 'get', 'anywhere', '.', 'i', 'now', 'want', 'tocancel', 'my', 'contract', 'and', 'again', 'can', '’', 't', 'speak', 'to', 'anyone', '.', 'appalling', 'service', 'anyone']","{'neg': 0.052, 'neu': 0.925, 'pos': 0.023, 'compound': -0.4215}"
"Vodafone are the most incompetent, unprofessional organisation I have ever had the displeasure of dealing with. They don't read chat messages, ask the same questions repeatedly, pass you on to the wrong team. Don't call back to complete opening of a business account, despite having ALL the information. I spent over 75 minutes on a chat with them on Monday and am more than an hour in today and still do not have an account open. Absolutely shocking.","['vodafone', 'are', 'the', 'most', 'incompetent', ',', 'unprofessional', 'organisation', 'i', 'have', 'ever', 'had', 'the', 'displeasure', 'of', 'dealing', 'with', '.', 'they', 'do', ""n't"", 'read', 'chat', 'messages', ',', 'ask', 'the', 'same', 'questions', 'repeatedly', ',', 'pass', 'you', 'on', 'to', 'the', 'wrong', 'team', '.', 'do', ""n't"", 'call', 'back', 'to', 'complete', 'opening', 'of', 'a', 'business', 'account', ',', 'despite', 'having', 'all', 'the', 'information', '.', 'i', 'spent', 'over', '75', 'minutes', 'on', 'a', 'chat', 'with', 'them', 'on', 'monday', 'and', 'am', 'more', 'than', 'an', 'hour', 'in', 'today', 'and', 'still', 'do', 'not', 'have', 'an', 'account', 'open', '.', 'absolutely', 'shocking', '.']","{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.9196}"
"I cancelled my direct debit, because I cancelled my broadband and you still charged me then would not refund me, leaving me with out money. Then you did it again months later,when I paid my bill at the bank , took another payment. Refusing to refund me. Stop helping your self to what money I do get. You lie and are  a shocking company","['i', 'cancelled', 'my', 'direct', 'debit', ',', 'because', 'i', 'cancelled', 'my', 'broadband', 'and', 'you', 'still', 'charged', 'me', 'then', 'would', 'not', 'refund', 'me', ',', 'leaving', 'me', 'with', 'out', 'money', '.', 'then', 'you', 'did', 'it', 'again', 'months', 'later', ',', 'when', 'i', 'paid', 'my', 'bill', 'at', 'the', 'bank', ',', 'took', 'another', 'payment', '.', 'refusing', 'to', 'refund', 'me', '.', 'stop', 'helping', 'your', 'self', 'to', 'what', 'money', 'i', 'do', 'get', '.', 'you', 'lie', 'and', 'are', 'a', 'shocking', 'company']","{'neg': 0.198, 'neu': 0.769, 'pos': 0.033, 'compound': -0.8481}"
"Lila was an amazing glamorous sales assistant, lovely personality, very helpful, couldn't do enough for me, she went through everything in detail for me & advised me on which phone was the best one for me, very efficient, a lovely person all round, i've been with Vodafone for about 20 years now & i would definitely recommend them.","['lila', 'was', 'an', 'amazing', 'glamorous', 'sales', 'assistant', ',', 'lovely', 'personality', ',', 'very', 'helpful', ',', 'could', ""n't"", 'do', 'enough', 'for', 'me', ',', 'she', 'went', 'through', 'everything', 'in', 'detail', 'for', 'me', '&', 'advised', 'me', 'on', 'which', 'phone', 'was', 'the', 'best', 'one', 'for', 'me', ',', 'very', 'efficient', ',', 'a', 'lovely', 'person', 'all', 'round', ',', 'i', ""'ve"", 'been', 'with', 'vodafone', 'for', 'about', '20', 'years', 'now', '&', 'i', 'would', 'definitely', 'recommend', 'them', '.']","{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.9838}"
Poor poor poor been with these over 15 years but that means nothing Tried. To upgrade but price way above other online company's Time to leave greedy vodafoneTried to cancel but nobody answers they sent you to automatic service I'm number 41 in queue how ridiculous this company want top money for terrible service definitely leaving you should do sameQuick update impossible to cancel contract you have to just cancel your direct debit disgraceful company same as virgin media,"['poor', 'poor', 'poor', 'been', 'with', 'these', 'over', '15', 'years', 'but', 'that', 'means', 'nothing', 'tried', '.', 'to', 'upgrade', 'but', 'price', 'way', 'above', 'other', 'online', 'company', ""'s"", 'time', 'to', 'leave', 'greedy', 'vodafonetried', 'to', 'cancel', 'but', 'nobody', 'answers', 'they', 'sent', 'you', 'to', 'automatic', 'service', 'i', ""'m"", 'number', '41', 'in', 'queue', 'how', 'ridiculous', 'this', 'company', 'want', 'top', 'money', 'for', 'terrible', 'service', 'definitely', 'leaving', 'you', 'should', 'do', 'samequick', 'update', 'impossible', 'to', 'cancel', 'contract', 'you', 'have', 'to', 'just', 'cancel', 'your', 'direct', 'debit', 'disgraceful', 'company', 'same', 'as', 'virgin', 'media']","{'neg': 0.253, 'neu': 0.66, 'pos': 0.087, 'compound': -0.9398}"
"Very poor listening and communication skills, Issue has not been resolved. I have been robbed, not been able to connect to internet on and off for 4 months with my two numbers. Now I have been restricted not been able to use phone calls texts or internet on my home broadband what I have paid for because of a £28 bill for mobile broadband which I do not owe as I am meant to get £350 credit for very poor internet service which hasn’t been applied. I have now been cut off  Bully's","['very', 'poor', 'listening', 'and', 'communication', 'skills', ',', 'issue', 'has', 'not', 'been', 'resolved', '.', 'i', 'have', 'been', 'robbed', ',', 'not', 'been', 'able', 'to', 'connect', 'to', 'internet', 'on', 'and', 'off', 'for', '4', 'months', 'with', 'my', 'two', 'numbers', '.', 'now', 'i', 'have', 'been', 'restricted', 'not', 'been', 'able', 'to', 'use', 'phone', 'calls', 'texts', 'or', 'internet', 'on', 'my', 'home', 'broadband', 'what', 'i', 'have', 'paid', 'for', 'because', 'of', 'a', '£28', 'bill', 'for', 'mobile', 'broadband', 'which', 'i', 'do', 'not', 'owe', 'as', 'i', 'am', 'meant', 'to', 'get', '£350', 'credit', 'for', 'very', 'poor', 'internet', 'service', 'which', 'hasn', '’', 't', 'been', 'applied', '.', 'i', 'have', 'now', 'been', 'cut', 'off', 'bully', ""'s""]","{'neg': 0.166, 'neu': 0.808, 'pos': 0.027, 'compound': -0.9119}"
Dreadful customer service. Been waiting more than 6 weeks for them to respond to my complaint. I only asked them to relocate my contact to my new address but they upgraded me instead to a contact that was more than double the original price. They also sent the router to my old address. Do not use this company,"['dreadful', 'customer', 'service', '.', 'been', 'waiting', 'more', 'than', '6', 'weeks', 'for', 'them', 'to', 'respond', 'to', 'my', 'complaint', '.', 'i', 'only', 'asked', 'them', 'to', 'relocate', 'my', 'contact', 'to', 'my', 'new', 'address', 'but', 'they', 'upgraded', 'me', 'instead', 'to', 'a', 'contact', 'that', 'was', 'more', 'than', 'double', 'the', 'original', 'price', '.', 'they', 'also', 'sent', 'the', 'router', 'to', 'my', 'old', 'address', '.', 'do', 'not', 'use', 'this', 'company']","{'neg': 0.061, 'neu': 0.889, 'pos': 0.05, 'compound': 0.1027}"
"Sergiu, Keanu, and Mo who is the store manager offered me a great and lively customer service. I needed a new phone as my old phone was broken. Keanu was fast with the service delivery, and the other guys were ready to offer all the help one may need at the Vodafone shop. Great customer service overall....","['sergiu', ',', 'keanu', ',', 'and', 'mo', 'who', 'is', 'the', 'store', 'manager', 'offered', 'me', 'a', 'great', 'and', 'lively', 'customer', 'service', '.', 'i', 'needed', 'a', 'new', 'phone', 'as', 'my', 'old', 'phone', 'was', 'broken', '.', 'keanu', 'was', 'fast', 'with', 'the', 'service', 'delivery', ',', 'and', 'the', 'other', 'guys', 'were', 'ready', 'to', 'offer', 'all', 'the', 'help', 'one', 'may', 'need', 'at', 'the', 'vodafone', 'shop', '.', 'great', 'customer', 'service', 'overall', '....']","{'neg': 0.045, 'neu': 0.716, 'pos': 0.238, 'compound': 0.9217}"
"I needed help to sort out my phone. Nathan was so helpful and has advised me before, that's why I came back to see him again today. He is very knowledgeable and can help with technical questions that I don't understand. Both Nathan and colleague have been so pleasant, reassuring and fixed my problem.","['i', 'needed', 'help', 'to', 'sort', 'out', 'my', 'phone', '.', 'nathan', 'was', 'so', 'helpful', 'and', 'has', 'advised', 'me', 'before', ',', 'that', ""'s"", 'why', 'i', 'came', 'back', 'to', 'see', 'him', 'again', 'today', '.', 'he', 'is', 'very', 'knowledgeable', 'and', 'can', 'help', 'with', 'technical', 'questions', 'that', 'i', 'do', ""n't"", 'understand', '.', 'both', 'nathan', 'and', 'colleague', 'have', 'been', 'so', 'pleasant', ',', 'reassuring', 'and', 'fixed', 'my', 'problem', '.']","{'neg': 0.041, 'neu': 0.713, 'pos': 0.246, 'compound': 0.9265}"
"I have used Superfast Broadband, for several years, however, nowadays it’s become poor quality (line) fails often, and the customer service is appalling. It’s quite difficult to communicate, when overseas call centre staff, have a general poor grasp of English language, and the problem solving skills, are non existent. I won’t continue with my contract, purely based upon tech help and customer service. It didn’t help either, that as an existing customer, I cannot gain a new deal, at half the price, that I pay, for new customers.","['i', 'have', 'used', 'superfast', 'broadband', ',', 'for', 'several', 'years', ',', 'however', ',', 'nowadays', 'it', '’', 's', 'become', 'poor', 'quality', '(', 'line', ')', 'fails', 'often', ',', 'and', 'the', 'customer', 'service', 'is', 'appalling', '.', 'it', '’', 's', 'quite', 'difficult', 'to', 'communicate', ',', 'when', 'overseas', 'call', 'centre', 'staff', ',', 'have', 'a', 'general', 'poor', 'grasp', 'of', 'english', 'language', ',', 'and', 'the', 'problem', 'solving', 'skills', ',', 'are', 'non', 'existent', '.', 'i', 'won', '’', 't', 'continue', 'with', 'my', 'contract', ',', 'purely', 'based', 'upon', 'tech', 'help', 'and', 'customer', 'service', '.', 'it', 'didn', '’', 't', 'help', 'either', ',', 'that', 'as', 'an', 'existing', 'customer', ',', 'i', 'can', 'not', 'gain', 'a', 'new', 'deal', ',', 'at', 'half', 'the', 'price', ',', 'that', 'i', 'pay', ',', 'for', 'new', 'customers', '.']","{'neg': 0.204, 'neu': 0.685, 'pos': 0.111, 'compound': -0.8257}"
I had an issue with my mobile phone settings and was struggling to get my phone to work properly. I spoke to a sales advisor in your Banbury store who updated it for me and showed me what to do in the future. Really helpful staff and took the time to sit and explain things to me!,"['i', 'had', 'an', 'issue', 'with', 'my', 'mobile', 'phone', 'settings', 'and', 'was', 'struggling', 'to', 'get', 'my', 'phone', 'to', 'work', 'properly', '.', 'i', 'spoke', 'to', 'a', 'sales', 'advisor', 'in', 'your', 'banbury', 'store', 'who', 'updated', 'it', 'for', 'me', 'and', 'showed', 'me', 'what', 'to', 'do', 'in', 'the', 'future', '.', 'really', 'helpful', 'staff', 'and', 'took', 'the', 'time', 'to', 'sit', 'and', 'explain', 'things', 'to', 'me', '!']","{'neg': 0.048, 'neu': 0.894, 'pos': 0.058, 'compound': 0.1494}"
"Terrible just terrible !I have 2 phones with Vodafone for my daughters, ive never received a statement for either, tried to login online but cannot use the same email address to receive both statements. They cannot send them to me either ? To find this out took an hour on the phone and I just told the call handler that I give up its to difficult to get a basic thing done and politely hung up. Unbelievable in 2023 that Vodafone cannot do this very basic task. I now put them in the same category as BT totally incompetent !! I will be moving back to EE as soon as the contracts are up. BE WARNED !","['terrible', 'just', 'terrible', '!', 'i', 'have', '2', 'phones', 'with', 'vodafone', 'for', 'my', 'daughters', ',', 'ive', 'never', 'received', 'a', 'statement', 'for', 'either', ',', 'tried', 'to', 'login', 'online', 'but', 'can', 'not', 'use', 'the', 'same', 'email', 'address', 'to', 'receive', 'both', 'statements', '.', 'they', 'can', 'not', 'send', 'them', 'to', 'me', 'either', '?', 'to', 'find', 'this', 'out', 'took', 'an', 'hour', 'on', 'the', 'phone', 'and', 'i', 'just', 'told', 'the', 'call', 'handler', 'that', 'i', 'give', 'up', 'its', 'to', 'difficult', 'to', 'get', 'a', 'basic', 'thing', 'done', 'and', 'politely', 'hung', 'up', '.', 'unbelievable', 'in', '2023', 'that', 'vodafone', 'can', 'not', 'do', 'this', 'very', 'basic', 'task', '.', 'i', 'now', 'put', 'them', 'in', 'the', 'same', 'category', 'as', 'bt', 'totally', 'incompetent', '!', '!', 'i', 'will', 'be', 'moving', 'back', 'to', 'ee', 'as', 'soon', 'as', 'the', 'contracts', 'are', 'up', '.', 'be', 'warned', '!']","{'neg': 0.13, 'neu': 0.852, 'pos': 0.018, 'compound': -0.9268}"
Natasha at crystal peaks who served us was very knowledgeable and pleasant and gave me all the information I needed to switch broadband from plusnet to vodafoneI feel she should be rewarded for the knowledge she has and the kindness/ patience she has.,"['natasha', 'at', 'crystal', 'peaks', 'who', 'served', 'us', 'was', 'very', 'knowledgeable', 'and', 'pleasant', 'and', 'gave', 'me', 'all', 'the', 'information', 'i', 'needed', 'to', 'switch', 'broadband', 'from', 'plusnet', 'to', 'vodafonei', 'feel', 'she', 'should', 'be', 'rewarded', 'for', 'the', 'knowledge', 'she', 'has', 'and', 'the', 'kindness/', 'patience', 'she', 'has', '.']","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.7759}"
The Managers Mutahara and Ahmer!!!! What a team - absolutely fantastic Mutahara really knows her stuff and did the perfect deal for Broadband - such care and charisma and Ahmer was supreme with a New Sim Only plan - they fully set up my phone with no problems- sat with me and discussed the whole process on how operate it. Such fantastic service - Highly Recommend them and and St Albans Branch!!,"['the', 'managers', 'mutahara', 'and', 'ahmer', '!', '!', '!', '!', 'what', 'a', 'team', '-', 'absolutely', 'fantastic', 'mutahara', 'really', 'knows', 'her', 'stuff', 'and', 'did', 'the', 'perfect', 'deal', 'for', 'broadband', '-', 'such', 'care', 'and', 'charisma', 'and', 'ahmer', 'was', 'supreme', 'with', 'a', 'new', 'sim', 'only', 'plan', '-', 'they', 'fully', 'set', 'up', 'my', 'phone', 'with', 'no', 'problems-', 'sat', 'with', 'me', 'and', 'discussed', 'the', 'whole', 'process', 'on', 'how', 'operate', 'it', '.', 'such', 'fantastic', 'service', '-', 'highly', 'recommend', 'them', 'and', 'and', 'st', 'albans', 'branch', '!', '!']","{'neg': 0.058, 'neu': 0.681, 'pos': 0.261, 'compound': 0.9604}"
"After making a hash of trying to buy/upgrade a mobile phone online, I went to the Crystal Peaks Vodafone store. The service from Craig was excellent, incredibly helpful, patient and tolerant of my mistake and sorted out the issue for me in a very calm, efficient and professional way. I would certainly recommend their service and go there again - before I try and do things myself next time.","['after', 'making', 'a', 'hash', 'of', 'trying', 'to', 'buy/upgrade', 'a', 'mobile', 'phone', 'online', ',', 'i', 'went', 'to', 'the', 'crystal', 'peaks', 'vodafone', 'store', '.', 'the', 'service', 'from', 'craig', 'was', 'excellent', ',', 'incredibly', 'helpful', ',', 'patient', 'and', 'tolerant', 'of', 'my', 'mistake', 'and', 'sorted', 'out', 'the', 'issue', 'for', 'me', 'in', 'a', 'very', 'calm', ',', 'efficient', 'and', 'professional', 'way', '.', 'i', 'would', 'certainly', 'recommend', 'their', 'service', 'and', 'go', 'there', 'again', '-', 'before', 'i', 'try', 'and', 'do', 'things', 'myself', 'next', 'time', '.']","{'neg': 0.032, 'neu': 0.712, 'pos': 0.257, 'compound': 0.9438}"
"It was so easy to start using one of their big value bundles! But you try cancelling it, suddenly it's a merry-go-round of phoning this number, phoning that number, tapping in options, no options apply, listen to adverts, message their twitter account, hear the same story, we need your full name, date of birth, post code etc. etc. still no luck. I'm swapping to another network, ANY other network.Scammers - avoid!","['it', 'was', 'so', 'easy', 'to', 'start', 'using', 'one', 'of', 'their', 'big', 'value', 'bundles', '!', 'but', 'you', 'try', 'cancelling', 'it', ',', 'suddenly', 'it', ""'s"", 'a', 'merry-go-round', 'of', 'phoning', 'this', 'number', ',', 'phoning', 'that', 'number', ',', 'tapping', 'in', 'options', ',', 'no', 'options', 'apply', ',', 'listen', 'to', 'adverts', ',', 'message', 'their', 'twitter', 'account', ',', 'hear', 'the', 'same', 'story', ',', 'we', 'need', 'your', 'full', 'name', ',', 'date', 'of', 'birth', ',', 'post', 'code', 'etc', '.', 'etc', '.', 'still', 'no', 'luck', '.', 'i', ""'m"", 'swapping', 'to', 'another', 'network', ',', 'any', 'other', 'network.scammers', '-', 'avoid', '!']","{'neg': 0.127, 'neu': 0.732, 'pos': 0.141, 'compound': -0.2473}"
I was dealt with by the Store manager Alexandra and she was brilliant. She listened to what my requirements were and she tailor made everything based on my needs and usage. She went beyond her call of duty to make sure I was happy and understood all the terms. I can't fault her in any way shape or form. Brilliant customer service and genuine. Rarely seen these days if im being honest.Thank you Vodafone and thank you Alexandra once again.🙂,"['i', 'was', 'dealt', 'with', 'by', 'the', 'store', 'manager', 'alexandra', 'and', 'she', 'was', 'brilliant', '.', 'she', 'listened', 'to', 'what', 'my', 'requirements', 'were', 'and', 'she', 'tailor', 'made', 'everything', 'based', 'on', 'my', 'needs', 'and', 'usage', '.', 'she', 'went', 'beyond', 'her', 'call', 'of', 'duty', 'to', 'make', 'sure', 'i', 'was', 'happy', 'and', 'understood', 'all', 'the', 'terms', '.', 'i', 'ca', ""n't"", 'fault', 'her', 'in', 'any', 'way', 'shape', 'or', 'form', '.', 'brilliant', 'customer', 'service', 'and', 'genuine', '.', 'rarely', 'seen', 'these', 'days', 'if', 'im', 'being', 'honest.thank', 'you', 'vodafone', 'and', 'thank', 'you', 'alexandra', 'once', 'again.🙂']","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.9542}"
"***UPDATE***Contacted customer support as per the advice left by Vodafone on this review, no progress just that Vodafone deemed it acceptable to not keep to an appointment without notice or reason.*** ORIGINAL POST ***Everything has gone wrong. Have be waiting for installation since early March when I call for an update I’m told I will be given an answer tomorrow, 3 times I’ve been told this.Made a complaint, told I would receive a phone call today, no call. Called the number online chat gave me which just tells me to contact online chat so now left going round in circles as online won’t help as there is an open complaint.","['*', '*', '*', 'update', '*', '*', '*', 'contacted', 'customer', 'support', 'as', 'per', 'the', 'advice', 'left', 'by', 'vodafone', 'on', 'this', 'review', ',', 'no', 'progress', 'just', 'that', 'vodafone', 'deemed', 'it', 'acceptable', 'to', 'not', 'keep', 'to', 'an', 'appointment', 'without', 'notice', 'or', 'reason', '.', '*', '*', '*', 'original', 'post', '*', '*', '*', 'everything', 'has', 'gone', 'wrong', '.', 'have', 'be', 'waiting', 'for', 'installation', 'since', 'early', 'march', 'when', 'i', 'call', 'for', 'an', 'update', 'i', '’', 'm', 'told', 'i', 'will', 'be', 'given', 'an', 'answer', 'tomorrow', ',', '3', 'times', 'i', '’', 've', 'been', 'told', 'this.made', 'a', 'complaint', ',', 'told', 'i', 'would', 'receive', 'a', 'phone', 'call', 'today', ',', 'no', 'call', '.', 'called', 'the', 'number', 'online', 'chat', 'gave', 'me', 'which', 'just', 'tells', 'me', 'to', 'contact', 'online', 'chat', 'so', 'now', 'left', 'going', 'round', 'in', 'circles', 'as', 'online', 'won', '’', 't', 'help', 'as', 'there', 'is', 'an', 'open', 'complaint', '.']","{'neg': 0.098, 'neu': 0.756, 'pos': 0.146, 'compound': 0.7096}"
"Very friendly, professional with excellent customer service oriented staff. Mo in particular ( a store manager) has been wonderful, he could easily solve any issue, extremely professional and helpful- definitely recommend this branch!!!!!!","['very', 'friendly', ',', 'professional', 'with', 'excellent', 'customer', 'service', 'oriented', 'staff', '.', 'mo', 'in', 'particular', '(', 'a', 'store', 'manager', ')', 'has', 'been', 'wonderful', ',', 'he', 'could', 'easily', 'solve', 'any', 'issue', ',', 'extremely', 'professional', 'and', 'helpful-', 'definitely', 'recommend', 'this', 'branch', '!', '!', '!', '!', '!', '!']","{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9736}"
Vodafone Pet Curve tracker came off its flimsy rubber ring holder. Tracking not accurate enough to locate without dog attachment! Still tracking but no pinpoint accuracy. Now I find discontinued so cannot replace or purchase like for like. Chat help didn't help. Feel let down so now hassle cost of cxl SIM x researching new manufacturer etc. Broadband X Mobile phone customer paying £90 a month. Broadband renewal due next few months so will consider switching as who knows what Vodafone will cxl next. Just stung for 15% inflation increases on top. Will think now to join Sky who stick with the quoted price throughout contract when mobile contract ends.,"['vodafone', 'pet', 'curve', 'tracker', 'came', 'off', 'its', 'flimsy', 'rubber', 'ring', 'holder', '.', 'tracking', 'not', 'accurate', 'enough', 'to', 'locate', 'without', 'dog', 'attachment', '!', 'still', 'tracking', 'but', 'no', 'pinpoint', 'accuracy', '.', 'now', 'i', 'find', 'discontinued', 'so', 'can', 'not', 'replace', 'or', 'purchase', 'like', 'for', 'like', '.', 'chat', 'help', 'did', ""n't"", 'help', '.', 'feel', 'let', 'down', 'so', 'now', 'hassle', 'cost', 'of', 'cxl', 'sim', 'x', 'researching', 'new', 'manufacturer', 'etc', '.', 'broadband', 'x', 'mobile', 'phone', 'customer', 'paying', '£90', 'a', 'month', '.', 'broadband', 'renewal', 'due', 'next', 'few', 'months', 'so', 'will', 'consider', 'switching', 'as', 'who', 'knows', 'what', 'vodafone', 'will', 'cxl', 'next', '.', 'just', 'stung', 'for', '15', '%', 'inflation', 'increases', 'on', 'top', '.', 'will', 'think', 'now', 'to', 'join', 'sky', 'who', 'stick', 'with', 'the', 'quoted', 'price', 'throughout', 'contract', 'when', 'mobile', 'contract', 'ends', '.']","{'neg': 0.034, 'neu': 0.812, 'pos': 0.153, 'compound': 0.9398}"
"Took me over an hour to cancel my broadband. Only to be hit with gotcha's about 30 day cancellations and so now forced to be paying for a service 2 months after I disconnect it. Shameful practice rinsing their customers for every penny. Disgusted, avoid these charlatans. Will never go near Vodafone again.","['took', 'me', 'over', 'an', 'hour', 'to', 'cancel', 'my', 'broadband', '.', 'only', 'to', 'be', 'hit', 'with', 'gotcha', ""'s"", 'about', '30', 'day', 'cancellations', 'and', 'so', 'now', 'forced', 'to', 'be', 'paying', 'for', 'a', 'service', '2', 'months', 'after', 'i', 'disconnect', 'it', '.', 'shameful', 'practice', 'rinsing', 'their', 'customers', 'for', 'every', 'penny', '.', 'disgusted', ',', 'avoid', 'these', 'charlatans', '.', 'will', 'never', 'go', 'near', 'vodafone', 'again', '.']","{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.9198}"
Visited the Trafford centre store and was greeted by Chris then served by Dan. The store was busy but the feeling in store was really good and lots of smiling faces from customers and staff. Dan was great and really took time to understand my needs and got me the right product which I am delighted with.,"['visited', 'the', 'trafford', 'centre', 'store', 'and', 'was', 'greeted', 'by', 'chris', 'then', 'served', 'by', 'dan', '.', 'the', 'store', 'was', 'busy', 'but', 'the', 'feeling', 'in', 'store', 'was', 'really', 'good', 'and', 'lots', 'of', 'smiling', 'faces', 'from', 'customers', 'and', 'staff', '.', 'dan', 'was', 'great', 'and', 'really', 'took', 'time', 'to', 'understand', 'my', 'needs', 'and', 'got', 'me', 'the', 'right', 'product', 'which', 'i', 'am', 'delighted', 'with', '.']","{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.9709}"
"I needed help to sort out my phone. Nathan was so helpful and has advised me before, that's why I came back to see him again today. He is very knowledgeable and can help with technical questions that I don't understand. Both Nathan and colleague have been so pleasant, reassuring and fixed my problem.","['i', 'needed', 'help', 'to', 'sort', 'out', 'my', 'phone', '.', 'nathan', 'was', 'so', 'helpful', 'and', 'has', 'advised', 'me', 'before', ',', 'that', ""'s"", 'why', 'i', 'came', 'back', 'to', 'see', 'him', 'again', 'today', '.', 'he', 'is', 'very', 'knowledgeable', 'and', 'can', 'help', 'with', 'technical', 'questions', 'that', 'i', 'do', ""n't"", 'understand', '.', 'both', 'nathan', 'and', 'colleague', 'have', 'been', 'so', 'pleasant', ',', 'reassuring', 'and', 'fixed', 'my', 'problem', '.']","{'neg': 0.041, 'neu': 0.713, 'pos': 0.246, 'compound': 0.9265}"
"28.03.2023 Update!Still as I was months ago, no contact from Vodafone, no contact from the social media team, called myself again just to get the same answers and Vodafone not understand what to do, my reviews are genuine and they should honestly alert you to stay away as far as you can! I mean I can not even receive calls, I’ve not had any contact on both my lines to advise of my numbers, they lost my number which was my main business line and till date have not done nothing about it even though a gentlemen called LEE took it upon himself for the errors made by Vodafone and promised me to resolve and compensate the business number not being ported over!!!","['28.03.2023', 'update', '!', 'still', 'as', 'i', 'was', 'months', 'ago', ',', 'no', 'contact', 'from', 'vodafone', ',', 'no', 'contact', 'from', 'the', 'social', 'media', 'team', ',', 'called', 'myself', 'again', 'just', 'to', 'get', 'the', 'same', 'answers', 'and', 'vodafone', 'not', 'understand', 'what', 'to', 'do', ',', 'my', 'reviews', 'are', 'genuine', 'and', 'they', 'should', 'honestly', 'alert', 'you', 'to', 'stay', 'away', 'as', 'far', 'as', 'you', 'can', '!', 'i', 'mean', 'i', 'can', 'not', 'even', 'receive', 'calls', ',', 'i', '’', 've', 'not', 'had', 'any', 'contact', 'on', 'both', 'my', 'lines', 'to', 'advise', 'of', 'my', 'numbers', ',', 'they', 'lost', 'my', 'number', 'which', 'was', 'my', 'main', 'business', 'line', 'and', 'till', 'date', 'have', 'not', 'done', 'nothing', 'about', 'it', 'even', 'though', 'a', 'gentlemen', 'called', 'lee', 'took', 'it', 'upon', 'himself', 'for', 'the', 'errors', 'made', 'by', 'vodafone', 'and', 'promised', 'me', 'to', 'resolve', 'and', 'compensate', 'the', 'business', 'number', 'not', 'being', 'ported', 'over', '!', '!', '!']","{'neg': 0.068, 'neu': 0.826, 'pos': 0.106, 'compound': 0.6083}"
